filename,class_md,score,x_norm,y_norm,w_norm,h_norm
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-12-30(1).JPG,person,0.0058,0.0,0.0,0.113,0.8381
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-12-30(1).JPG,person,0.00765,0.0,0.0,0.101,0.4229
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-12-30(1).JPG,person,0.235,0.0005208,0.0,0.9994,0.9305
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-13-03(1).JPG,person,0.0299,0.0,0.0,0.9968,0.2388
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-13-03(1).JPG,person,0.0647,0.5604,0.0,0.4395,0.9256
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-13-03(1).JPG,person,0.365,0.0,0.0,1.0,0.9326
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-13-04(2).JPG,person,0.0868,0.0005208,0.0,0.9994,0.4152
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-13-04(2).JPG,person,0.528,0.0,0.001388,1.0,0.9305
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-13-05(3).JPG,person,0.422,0.0,0.0006944,0.9994,0.4395
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-15-17(1).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-15-18(2).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-15-19(3).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-16-14(1).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-16-15(2).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-16-16(3).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-17-32(1).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-17-33(2).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-17-34(3).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-18-31(1).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-18-32(2).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-18-33(3).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-19-28(1).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-19-29(2).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-19-30(3).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-20-29(1).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-20-30(2).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-20-31(3).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-21-26(1).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-21-27(2).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-21-28(3).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-22-43(1).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-22-44(2).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-22-44(3).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-23-41(1).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-23-42(2).JPG,empty,,,,,
L02-A-2023-08-15/L02-A-2023-08-15__2021-10-30__09-23-43(3).JPG,empty,,,,,
