filename,class_md,score,x_norm,y_norm,w_norm,h_norm
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__09-29-05(1).JPG,animal,0.00647,0.5041,0.334,0.01979,0.04166
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__09-29-05(1).JPG,animal,0.0356,0.4276,0.4402,0.01614,0.02361
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__09-29-06(2).JPG,animal,0.00524,0.1723,0.1666,0.008333,0.0368
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__09-29-06(2).JPG,animal,0.0782,0.4317,0.4402,0.01406,0.02222
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__09-29-07(3).JPG,animal,0.202,0.4328,0.4347,0.01614,0.025
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__09-43-59(1).JPG,animal,0.00938,0.4244,0.4347,0.01458,0.02916
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__09-44-00(1).JPG,animal,0.00543,0.5223,0.6833,0.06354,0.08541
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__09-44-00(1).JPG,animal,0.00769,0.4244,0.2694,0.01406,0.03333
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__09-44-00(1).JPG,animal,0.0143,0.4317,0.443,0.0151,0.02708
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__09-44-01(2).JPG,animal,0.0174,0.4291,0.4388,0.0151,0.02777
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__11-08-40(1).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__11-08-41(2).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__11-08-42(3).JPG,animal,0.0076,0.5296,0.2902,0.02239,0.05208
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__11-28-16(1).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__11-28-17(2).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__11-28-18(3).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__11-43-27(1).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__11-43-28(2).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__11-43-29(3).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__12-08-43(1).JPG,animal,0.00841,0.6817,0.7791,0.01458,0.05277
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__12-08-44(2).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-04__12-08-45(3).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-05__10-38-46(1).JPG,animal,0.0158,0.4291,0.4437,0.01458,0.02638
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-05__10-38-47(2).JPG,animal,0.0794,0.427,0.443,0.01406,0.02708
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-05__10-38-48(3).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-05__10-44-08(1).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-05__10-44-09(2).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-05__10-44-10(3).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-05__10-57-37(1).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-05__10-57-38(2).JPG,animal,0.0302,0.4302,0.4388,0.01406,0.02847
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-05__10-57-39(3).JPG,animal,0.00539,0.4296,0.4402,0.01406,0.02708
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-06__10-35-19(1).JPG,animal,0.107,0.4317,0.4298,0.01458,0.02569
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-06__10-35-20(2).JPG,animal,0.0705,0.4291,0.4368,0.01562,0.02638
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-06__10-35-21(3).JPG,animal,0.00741,0.4328,0.4333,0.0151,0.03055
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-06__11-11-20(1).JPG,animal,0.00538,0.5317,0.2895,0.02187,0.05277
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-06__11-11-21(2).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-06__11-11-21(3).JPG,empty,,,,,
E08-B-2023-08-26/E08-B-2023-08-26__2021-12-06__11-22-19(1).JPG,empty,,,,,
