filename,class_md,score,x_norm,y_norm,w_norm,h_norm
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-15__12-06-34(1).JPG,person,0.941,0.0,0.0007716,1.0,0.9475
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-15__12-06-34(2).JPG,person,0.00936,0.7868,0.001543,0.1779,0.1936
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-15__12-06-34(2).JPG,person,0.946,0.01866,0.0,0.9804,0.9483
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-15__12-06-34(3).JPG,person,0.956,0.6098,0.001543,0.3901,0.9467
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-15__17-34-46(1).JPG,animal,0.959,0.7942,0.5046,0.2057,0.2932
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-15__17-34-46(2).JPG,animal,0.921,0.924,0.4891,0.07595,0.2538
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-15__17-34-46(3).JPG,empty,,,,,
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-18__02-20-35(1).JPG,animal,0.922,0.4275,0.4729,0.1328,0.1574
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-18__02-20-36(2).JPG,animal,0.907,0.4657,0.4768,0.1432,0.1736
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-18__02-20-36(3).JPG,animal,0.944,0.5303,0.4891,0.1636,0.1697
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-20__12-32-23(1).JPG,animal,0.811,0.325,0.4552,0.125,0.216
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-20__12-32-23(2).JPG,animal,0.184,0.08984,0.6057,0.1102,0.1095
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-20__12-32-23(2).JPG,animal,0.938,0.4973,0.4405,0.1132,0.2337
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-20__12-32-23(3).JPG,animal,0.958,0.5902,0.4583,0.1371,0.2337
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-21__04-49-37(1).JPG,animal,0.00651,0.4483,0.0,0.01649,0.05092
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-21__04-49-37(1).JPG,animal,0.846,0.6666,0.4583,0.138,0.1782
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-21__04-49-37(2).JPG,animal,0.828,0.6354,0.4745,0.1176,0.1404
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-21__04-49-37(3).JPG,animal,0.871,0.6358,0.4729,0.1154,0.1427
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-23__10-32-35(1).JPG,animal,0.932,0.434,0.4814,0.1011,0.2569
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-23__10-32-35(2).JPG,animal,0.959,0.4848,0.5069,0.08637,0.2908
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-23__10-32-35(3).JPG,animal,0.933,0.5247,0.5385,0.08897,0.3341
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-27__03-57-03(1).JPG,animal,0.941,0.1336,0.4861,0.1532,0.2422
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-27__03-57-03(2).JPG,animal,0.00628,0.0894,0.5354,0.09982,0.1728
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-27__03-57-03(2).JPG,animal,0.0234,0.0,0.6234,0.02083,0.1388
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-27__03-57-03(2).JPG,animal,0.0392,0.00434,0.5802,0.1393,0.1481
O24-B-2023-08-09/O24-B-2023-08-09__2022-11-27__03-57-03(2).JPG,animal,0.179,0.08984,0.581,0.05121,0.1257
