filename,class_md,score,x_norm,y_norm,w_norm,h_norm
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-21__12-55-24(1).JPG,empty,,,,,
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-21__12-55-25(2).JPG,empty,,,,,
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-21__12-55-26(3).JPG,empty,,,,,
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-21__12-56-40(1).JPG,empty,,,,,
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-21__12-56-41(2).JPG,empty,,,,,
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-21__12-56-42(3).JPG,animal,0.00513,0.5578,0.1201,0.02395,0.03125
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-23__06-33-02(1).JPG,animal,0.92,0.4536,0.4736,0.1036,0.2284
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-23__06-33-03(2).JPG,animal,0.885,0.4531,0.4756,0.09895,0.2291
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-23__06-33-04(3).JPG,animal,0.91,0.4541,0.477,0.1,0.2194
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-23__06-33-58(4).JPG,animal,0.946,0.4765,0.5256,0.1765,0.2777
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-23__06-33-59(5).JPG,animal,0.94,0.4796,0.5291,0.1666,0.2812
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-23__06-34-00(1).JPG,animal,0.941,0.4796,0.5298,0.1682,0.2819
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-23__06-34-54(2).JPG,animal,0.00521,0.6458,0.5847,0.08541,0.1166
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-23__06-34-54(2).JPG,animal,0.915,0.5567,0.5708,0.1812,0.3256
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-23__06-34-55(3).JPG,animal,0.968,0.5729,0.5881,0.2166,0.343
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-23__06-34-55(4).JPG,animal,0.97,0.576,0.5916,0.226,0.3388
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-25__10-50-33(1).JPG,empty,,,,,
J13-B-2023-07-26/J13-B-2023-07-26__2020-08-25__10-50-34(2).JPG,empty,,,,,
