filename,class_md,score,x_norm,y_norm,w_norm,h_norm
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1).JPG,animal,0.00526,0.7031,0.4222,0.04791,0.03472
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(10).JPG,empty,,,,,
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(100).JPG,animal,0.0129,0.4166,0.5277,0.08124,0.1152
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(100).JPG,animal,0.815,0.3104,0.4548,0.1864,0.2583
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1000).JPG,empty,,,,,
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1001).JPG,empty,,,,,
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1002).JPG,empty,,,,,
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1003).JPG,animal,0.00585,0.3812,0.4541,0.0552,0.07569
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1004).JPG,empty,,,,,
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1005).JPG,empty,,,,,
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1006).JPG,empty,,,,,
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1007).JPG,animal,0.0107,0.6843,0.0,0.2078,0.2222
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1008).JPG,animal,0.00714,0.327,0.2833,0.1697,0.1465
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1008).JPG,animal,0.0153,0.3286,0.1472,0.2041,0.2861
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1008).JPG,animal,0.263,0.3276,0.3166,0.07708,0.1111
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1009).JPG,animal,0.0107,0.9729,0.7,0.02708,0.2326
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(101).JPG,animal,0.00583,0.6552,0.8361,0.0927,0.09444
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(101).JPG,animal,0.916,0.5874,0.5229,0.288,0.4076
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1010).JPG,empty,,,,,
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1011).JPG,empty,,,,,
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1012).JPG,animal,0.00653,0.5098,0.5916,0.1432,0.1624
G25-A-2023-07-27/G25-A-2023-07-27__1970-01-01(1012).JPG,animal,0.00898,0.3765,0.4513,0.05833,0.07152
