filename,class_md,score,x_norm,y_norm,w_norm,h_norm
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-13-47(1).JPG,person,0.774,0.0,0.0,0.9994,0.9326
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-13-48(2).JPG,person,0.789,0.0,0.0,1.0,0.9312
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-13-48(3).JPG,person,0.726,0.0,0.0,1.0,0.9312
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-14-55(1).JPG,empty,,,,,
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-14-56(2).JPG,empty,,,,,
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-14-57(3).JPG,animal,0.00541,0.4661,0.7062,0.09114,0.1027
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-16-02(1).JPG,empty,,,,,
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-16-03(2).JPG,animal,0.0188,0.001041,0.652,0.1447,0.1395
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-16-03(2).JPG,animal,0.0203,0.8526,0.6597,0.07864,0.1576
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-16-04(3).JPG,animal,0.0178,0.03645,0.6631,0.1067,0.1236
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-17-06(1).JPG,empty,,,,,
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-17-07(2).JPG,empty,,,,,
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-17-08(3).JPG,empty,,,,,
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-18-08(1).JPG,empty,,,,,
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-18-09(2).JPG,empty,,,,,
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-18-09(3).JPG,empty,,,,,
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-19-04(1).JPG,animal,0.0118,0.4614,0.6951,0.09583,0.1145
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-19-04(1).JPG,animal,0.0257,0.04583,0.6694,0.08749,0.1048
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-19-05(2).JPG,animal,0.0157,0.4619,0.6923,0.09427,0.1152
K19-A-2023-10-15/K19-A-2023-10-15__2022-11-08__10-19-05(2).JPG,animal,0.0169,0.05416,0.668,0.07968,0.109
