filename,class_md,score,x_norm,y_norm,w_norm,h_norm
H21-C-2023-10-19/H21-C-2023-10-19__2022-10-31__13-22-08(1).JPG,person,0.00567,0.0,0.434,0.01822,0.2506
H21-C-2023-10-19/H21-C-2023-10-19__2022-10-31__13-22-08(1).JPG,person,0.0188,0.0,0.4368,0.01406,0.1361
H21-C-2023-10-19/H21-C-2023-10-19__2022-10-31__13-22-08(1).JPG,person,0.85,0.3182,0.0,0.6817,0.8909
H21-C-2023-10-19/H21-C-2023-10-19__2022-10-31__13-22-09(2).JPG,person,0.614,0.0,0.0,1.0,0.9312
H21-C-2023-10-19/H21-C-2023-10-19__2022-10-31__13-22-10(3).JPG,person,0.689,0.0,0.0,1.0,0.9312
H21-C-2023-10-19/H21-C-2023-10-19__2022-10-31__13-30-04(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-10-31__13-30-04(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-10-31__13-30-05(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-10-31__14-01-19(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-10-31__14-01-20(2).JPG,animal,0.0628,0.8557,0.7159,0.01562,0.02638
H21-C-2023-10-19/H21-C-2023-10-19__2022-10-31__14-01-20(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-12-23(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-12-24(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-12-25(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-16-38(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-16-39(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-16-40(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-19-29(1).JPG,animal,0.00621,0.5453,0.4548,0.02395,0.05
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-19-29(1).JPG,animal,0.012,0.45,0.4618,0.03645,0.05069
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-19-29(1).JPG,animal,0.02,0.5031,0.4659,0.02552,0.03402
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-19-30(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-19-31(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-20-46(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-20-47(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-20-48(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-23-02(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-23-03(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-23-04(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-41-01(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-41-02(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-41-03(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-42-20(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-42-21(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-42-21(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-45-49(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-45-50(2).JPG,animal,0.00788,0.1187,0.5312,0.03385,0.1013
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-45-51(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-50-11(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-50-12(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-50-13(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-52-17(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-52-18(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-52-19(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-53-23(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-53-23(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-53-24(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-55-59(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-56-00(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-56-01(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-57-03(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-57-04(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-57-05(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-58-48(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-58-49(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__10-58-50(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-08-15(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-08-16(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-08-17(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-26-41(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-26-42(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-26-43(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-34-47(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-34-48(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-34-49(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-45-12(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-45-13(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-45-14(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-59-11(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-59-12(2).JPG,animal,0.00548,0.0,0.1972,0.01302,0.09375
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__11-59-13(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-04-21(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-04-22(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-04-23(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-08-38(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-08-39(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-08-40(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-25-59(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-26-00(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-26-01(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-42-58(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-42-59(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-43-00(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-48-31(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-48-32(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__12-48-33(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__13-14-40(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__13-14-41(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-01__13-14-42(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-02__11-19-35(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-02__11-19-36(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-02__11-19-37(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-03__00-06-07(1).JPG,animal,0.945,0.7682,0.6409,0.1739,0.1638
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-03__00-06-08(2).JPG,animal,0.92,0.6911,0.6187,0.1177,0.1826
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-03__00-06-09(3).JPG,animal,0.872,0.6916,0.6159,0.08749,0.1777
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-03__04-18-17(1).JPG,animal,0.888,0.8588,0.6326,0.1343,0.1472
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-03__04-18-18(2).JPG,animal,0.9,0.914,0.6291,0.08593,0.152
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-03__04-18-19(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-03__10-52-53(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-03__10-52-54(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-03__10-52-55(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-03__11-39-12(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-03__11-39-13(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-03__11-39-14(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-04__11-25-47(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-04__11-25-48(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-04__11-25-49(3).JPG,animal,0.00555,0.2479,0.09722,0.03333,0.01458
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-05__11-01-21(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-05__11-01-22(2).JPG,animal,0.00538,0.1666,0.1791,0.009895,0.0125
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-05__11-01-22(2).JPG,animal,0.00773,0.2479,0.102,0.03541,0.01388
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-05__11-01-23(3).JPG,animal,0.00608,0.1854,0.1999,0.01979,0.01666
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-07__12-37-49(1).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-07__12-37-50(2).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-07__12-37-51(3).JPG,empty,,,,,
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-07__13-23-40(1).JPG,animal,0.0107,0.7963,0.8604,0.06979,0.07152
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-07__13-23-41(2).JPG,animal,0.00581,0.1286,0.5,0.02864,0.1381
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-07__13-23-41(2).JPG,animal,0.0883,0.7963,0.8624,0.06979,0.06944
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-07__13-23-41(2).JPG,animal,0.764,0.3406,0.852,0.0802,0.07916
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-07__13-23-42(3).JPG,animal,0.00681,0.1281,0.5027,0.02864,0.1354
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-07__13-23-42(3).JPG,animal,0.0449,0.7963,0.8583,0.06927,0.07361
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-07__13-23-42(3).JPG,animal,0.9,0.263,0.8395,0.1104,0.09166
H21-C-2023-10-19/H21-C-2023-10-19__2022-11-07__13-25-16(1).JPG,animal,0.835,0.7114,0.8423,0.09166,0.08819
