filename,class_md,score,x_norm,y_norm,w_norm,h_norm
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-38-12(1).JPG,person,0.00618,0.7729,0.6416,0.227,0.2888
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-38-12(1).JPG,person,0.0101,0.0,0.002777,0.2098,0.925
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-38-12(1).JPG,animal,0.0152,0.0,0.0,0.2104,0.9284
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-38-12(1).JPG,person,0.0219,0.01458,0.634,0.9822,0.2965
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-38-12(1).JPG,person,0.0346,0.7734,0.8006,0.2265,0.1305
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-38-12(1).JPG,person,0.278,0.001041,0.0006944,0.9989,0.9298
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-38-12(2).JPG,person,0.142,0.5765,0.3763,0.4234,0.5541
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-38-12(2).JPG,person,0.463,0.0,0.359,1.0,0.5722
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-38-13(3).JPG,animal,0.0176,0.975,0.8909,0.025,0.04027
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-38-13(3).JPG,animal,0.02,0.9614,0.7902,0.03854,0.1402
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-38-13(3).JPG,animal,0.174,0.9645,0.8618,0.03541,0.06944
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-57-10(1).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-57-11(2).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__09-57-12(3).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__10-21-16(1).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__10-21-17(2).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__10-21-18(3).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__10-47-03(1).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__10-47-04(2).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__10-47-05(3).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__10-51-49(1).JPG,animal,0.0101,0.9536,0.2423,0.04635,0.0625
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__10-51-49(1).JPG,animal,0.0533,0.9526,0.2743,0.04687,0.04305
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__10-51-50(2).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__10-51-51(3).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__10-56-32(1).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__10-56-33(2).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__10-56-34(3).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__11-05-20(1).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__11-05-21(2).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__11-05-21(3).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__11-29-21(1).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__11-29-22(2).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__11-29-23(3).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__11-45-27(1).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__11-45-28(2).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__11-45-29(3).JPG,empty,,,,,
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__12-13-15(1).JPG,animal,0.0185,0.5749,0.6291,0.06875,0.03333
R27-A-2023-07-21/R27-A-2023-07-21__2022-10-27__12-13-16(2).JPG,animal,0.0199,0.5729,0.6298,0.07187,0.03402
