filename,class_md,score,x_norm,y_norm,w_norm,h_norm
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-38-00(1).JPG,animal,0.0613,0.8119,0.3201,0.188,0.1027
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-38-01(2).JPG,animal,0.00663,0.6531,0.1819,0.3468,0.2847
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-38-01(2).JPG,animal,0.00777,0.6515,0.3618,0.3484,0.5638
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-38-01(2).JPG,animal,0.012,0.6515,0.3625,0.3479,0.2354
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-38-01(2).JPG,animal,0.102,0.5958,0.4034,0.05885,0.07013
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-38-01(2).JPG,animal,0.102,0.6536,0.3611,0.3463,0.0993
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-38-02(3).JPG,animal,0.0143,0.5364,0.0,0.463,0.9152
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-38-02(3).JPG,animal,0.0218,0.0,0.0,0.8953,0.9187
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-41-29(1).JPG,animal,0.0686,0.1026,0.7999,0.1687,0.1173
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-41-30(2).JPG,animal,0.00581,0.6739,0.2555,0.01145,0.02638
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-41-30(2).JPG,animal,0.0107,0.7385,0.625,0.1208,0.1083
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-41-31(3).JPG,animal,0.00506,0.6734,0.2562,0.01197,0.025
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-41-31(3).JPG,animal,0.00614,0.7432,0.6263,0.1135,0.09166
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-41-31(3).JPG,person,0.0128,0.0,0.0,0.9546,0.3618
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-41-31(3).JPG,person,0.0353,0.0,0.0006944,0.4375,0.3798
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-17__12-41-31(3).JPG,animal,0.264,0.0005208,0.0,0.3744,0.3729
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-28__01-57-11(1).JPG,animal,0.96,0.7588,0.5499,0.2411,0.2409
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-28__01-57-12(2).JPG,animal,0.944,0.6604,0.5576,0.2661,0.2298
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-28__01-57-13(3).JPG,animal,0.953,0.6213,0.5618,0.2437,0.2263
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-28__05-10-51(1).JPG,animal,0.913,0.7515,0.5701,0.2348,0.2604
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-28__05-10-52(2).JPG,animal,0.916,0.6781,0.5451,0.276,0.3541
O06-A-2023-08-14/O06-A-2023-08-14__2020-08-28__05-10-53(3).JPG,animal,0.936,0.5901,0.5409,0.2729,0.368
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-06__17-55-53(1).JPG,animal,0.849,0.7911,0.7055,0.2088,0.2249
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-06__17-55-54(2).JPG,empty,,,,,
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-06__17-55-55(3).JPG,empty,,,,,
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-22__09-43-16(1).JPG,empty,,,,,
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-22__09-43-17(2).JPG,animal,0.00705,0.5958,0.0,0.0427,0.03125
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-22__09-43-17(2).JPG,animal,0.0106,0.5635,0.0,0.06666,0.02916
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-22__09-43-18(3).JPG,animal,0.00656,0.151,0.5284,0.02239,0.07222
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-22__09-44-34(1).JPG,empty,,,,,
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-22__09-44-35(2).JPG,empty,,,,,
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-22__09-44-36(3).JPG,empty,,,,,
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-25__14-04-34(1).JPG,animal,0.933,0.8296,0.7763,0.1604,0.1548
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-25__14-04-35(2).JPG,animal,0.929,0.8276,0.7756,0.1588,0.1555
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-25__14-04-36(3).JPG,animal,0.954,0.8317,0.7791,0.1552,0.152
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-25__14-06-48(1).JPG,animal,0.00776,0.214,0.0,0.02968,0.02152
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-25__14-06-48(1).JPG,animal,0.767,0.6239,0.6354,0.163,0.1326
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-25__14-06-49(2).JPG,animal,0.0111,0.5046,0.6493,0.2427,0.1777
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-25__14-06-49(2).JPG,animal,0.628,0.5046,0.6486,0.113,0.1708
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-25__14-06-50(3).JPG,animal,0.0079,0.4395,0.6694,0.08958,0.07916
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-25__14-06-50(3).JPG,animal,0.229,0.4411,0.6708,0.04062,0.06805
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-25__14-06-50(3).JPG,animal,0.763,0.438,0.6694,0.1119,0.1402
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-27__06-02-57(1).JPG,animal,0.517,0.5489,0.6118,0.1468,0.1145
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-27__06-02-58(2).JPG,animal,0.00504,0.4182,0.6791,0.1088,0.05694
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-27__06-02-58(2).JPG,animal,0.00573,0.4187,0.6798,0.03958,0.05208
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-27__06-02-58(2).JPG,animal,0.0205,0.6578,0.5493,0.05208,0.06041
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-27__06-02-58(2).JPG,animal,0.704,0.6104,0.6048,0.1687,0.1305
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-27__06-02-59(3).JPG,animal,0.00746,0.638,0.618,0.05468,0.05694
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-27__06-02-59(3).JPG,animal,0.637,0.664,0.5965,0.1921,0.1333
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-28__18-34-15(1).JPG,animal,0.868,0.0,0.6715,0.1968,0.1916
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-28__18-34-16(2).JPG,animal,0.974,0.0,0.6993,0.3197,0.2312
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-28__18-34-17(3).JPG,animal,0.975,0.02656,0.684,0.426,0.2465
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-29__02-04-43(1).JPG,animal,0.974,0.2546,0.6833,0.3692,0.2479
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-29__02-04-44(2).JPG,animal,0.97,0.4385,0.6673,0.2885,0.2631
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-29__02-04-45(3).JPG,animal,0.977,0.5734,0.6611,0.2291,0.2694
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-29__02-12-26(1).JPG,animal,0.247,0.4239,0.7986,0.1203,0.1326
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-29__02-12-26(1).JPG,animal,0.639,0.2083,0.7993,0.3364,0.1319
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-29__02-12-27(2).JPG,empty,,,,,
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-29__02-12-28(3).JPG,empty,,,,,
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-29__05-17-50(1).JPG,animal,0.831,0.4953,0.877,0.1265,0.05416
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-29__05-17-51(2).JPG,animal,0.768,0.5437,0.7847,0.4531,0.1465
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-29__05-17-52(3).JPG,animal,0.854,0.8635,0.818,0.1364,0.1124
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-29__05-23-27(1).JPG,animal,0.658,0.8432,0.5805,0.0901,0.1173
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-29__05-23-28(2).JPG,animal,0.0147,0.9583,0.5805,0.04166,0.1319
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-29__05-23-29(3).JPG,empty,,,,,
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-31__14-46-26(1).JPG,animal,0.00789,0.8458,0.484,0.02083,0.04513
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-31__14-46-26(1).JPG,animal,0.0468,0.7494,0.6152,0.1593,0.1083
O06-A-2023-08-14/O06-A-2023-08-14__2020-10-31__14-46-26(1).JPG,animal,0.0838,0.6145,0.5347,0.02968,0.06597
