filename,class_md,score,x_norm,y_norm,w_norm,h_norm
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-04-32(1).JPG,person,0.805,0.4776,0.1777,0.2057,0.7083
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-04-32(2).JPG,person,0.889,0.5031,0.1972,0.4479,0.6798
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-04-32(3).JPG,animal,0.0213,0.0,0.0,0.06718,0.4868
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-04-32(3).JPG,person,0.0645,0.0,0.0,0.06614,0.7138
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-04-32(3).JPG,person,0.964,0.3578,0.1749,0.3416,0.7062
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-14-18(1).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-14-18(2).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-14-18(3).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-24-34(1).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-24-34(2).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-24-34(3).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-29-22(1).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-29-22(2).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-29-22(3).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-34-18(1).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-34-18(2).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-34-18(3).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-37-32(1).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-37-32(2).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-37-32(3).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-42-06(1).JPG,animal,0.00548,0.0,0.3444,0.03958,0.09791
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-42-06(1).JPG,animal,0.0116,0.0,0.3458,0.02395,0.03333
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-42-08(1).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-42-08(2).JPG,animal,0.0472,0.0,0.3409,0.05104,0.1104
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-48-24(1).JPG,empty,,,,,
R23-A-2022-10-26/R23-A-2022-10-26__2020-07-23__13-48-24(2).JPG,empty,,,,,
