filename,class_md,score,x_norm,y_norm,w_norm,h_norm
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-04-52(1).JPG,person,0.00536,0.0005208,0.0,0.4161,0.5645
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-04-52(1).JPG,person,0.0306,0.0,0.0,0.2166,0.752
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-04-52(1).JPG,person,0.601,0.0,0.0,0.1124,0.5638
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-11-02(1).JPG,person,0.442,0.0,0.2194,1.0,0.3104
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-11-02(2).JPG,person,0.687,0.0,0.0,1.0,0.5888
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-11-02(3).JPG,person,0.00971,0.8526,0.525,0.1473,0.4055
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-11-02(3).JPG,person,0.0112,0.8505,0.0118,0.1494,0.9187
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-11-02(3).JPG,animal,0.09,0.04531,0.7972,0.9546,0.134
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-11-02(3).JPG,animal,0.243,0.8583,0.7861,0.1416,0.1444
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-11-02(3).JPG,animal,0.693,0.05156,0.8062,0.3854,0.125
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-15-38(1).JPG,animal,0.0823,0.5411,0.2854,0.1307,0.1923
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-15-38(2).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-15-38(3).JPG,animal,0.00799,0.5432,0.2965,0.1281,0.1729
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-20-46(1).JPG,animal,0.0136,0.5375,0.3013,0.1494,0.1701
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-20-46(1).JPG,animal,0.0161,0.5385,0.4145,0.03177,0.03333
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-20-46(2).JPG,animal,0.0102,0.5416,0.4145,0.0276,0.03333
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-20-46(3).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-22-04(1).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-22-04(2).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-22-04(3).JPG,animal,0.00682,0.5442,0.4138,0.02552,0.03263
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-29-12(1).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-29-12(2).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-29-12(3).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-35-02(1).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-35-02(2).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-35-02(3).JPG,animal,0.00775,0.5708,0.2638,0.2041,0.218
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-35-02(3).JPG,animal,0.0083,0.5395,0.3027,0.1453,0.1722
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-36-58(1).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-36-58(2).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-36-58(3).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-41-30(1).JPG,animal,0.00812,0.6989,0.3868,0.09427,0.1479
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-41-30(2).JPG,animal,0.00619,0.551,0.3069,0.1395,0.1631
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-41-30(3).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-46-04(1).JPG,empty,,,,,
J21-B-2022-10-31/J21-B-2022-10-31__2020-08-26__11-46-04(2).JPG,empty,,,,,
