filename,class_md,score,x_norm,y_norm,w_norm,h_norm
L21-A-2022-11-08/L21-A-2022-11-08__2020-07-20__13-32-18(1).JPG,animal,0.00948,0.5156,0.4111,0.04427,0.0743
L21-A-2022-11-08/L21-A-2022-11-08__2020-07-20__13-32-18(1).JPG,animal,0.088,0.5302,0.4131,0.02083,0.07013
L21-A-2022-11-08/L21-A-2022-11-08__2020-07-20__13-32-18(2).JPG,animal,0.00562,0.5333,0.4263,0.03385,0.05555
L21-A-2022-11-08/L21-A-2022-11-08__2020-07-20__13-32-18(2).JPG,animal,0.00736,0.5218,0.4055,0.0151,0.02152
L21-A-2022-11-08/L21-A-2022-11-08__2020-07-20__13-32-18(2).JPG,animal,0.0596,0.5302,0.4111,0.02187,0.06944
L21-A-2022-11-08/L21-A-2022-11-08__2020-07-20__13-32-18(3).JPG,empty,,,,,
L21-A-2022-11-08/L21-A-2022-11-08__2020-07-22__22-18-58(1).JPG,animal,0.858,0.4864,0.5756,0.2927,0.3548
L21-A-2022-11-08/L21-A-2022-11-08__2020-07-22__22-18-58(2).JPG,animal,0.831,0.327,0.3131,0.5432,0.6159
L21-A-2022-11-08/L21-A-2022-11-08__2020-07-22__22-18-58(3).JPG,animal,0.382,0.001041,0.1055,0.9968,0.8243
L21-A-2022-11-08/L21-A-2022-11-08__2020-07-27__21-56-14(1).JPG,empty,,,,,
L21-A-2022-11-08/L21-A-2022-11-08__2020-07-27__21-56-14(2).JPG,empty,,,,,
L21-A-2022-11-08/L21-A-2022-11-08__2020-07-27__21-56-14(3).JPG,empty,,,,,
L21-A-2022-11-08/L21-A-2022-11-08__2020-08-02__20-41-00(1).JPG,animal,0.954,0.0,0.3368,0.1765,0.3312
L21-A-2022-11-08/L21-A-2022-11-08__2020-08-02__20-41-00(2).JPG,animal,0.96,0.0,0.3243,0.1921,0.3548
L21-A-2022-11-08/L21-A-2022-11-08__2020-08-02__20-41-00(3).JPG,animal,0.968,0.0,0.3062,0.1802,0.3687
L21-A-2022-11-08/L21-A-2022-11-08__2020-08-02__20-55-40(1).JPG,animal,0.967,0.414,0.2944,0.3442,0.3659
L21-A-2022-11-08/L21-A-2022-11-08__2020-08-02__20-55-40(2).JPG,animal,0.97,0.4416,0.3006,0.3682,0.3972
L21-A-2022-11-08/L21-A-2022-11-08__2020-08-02__20-55-40(3).JPG,animal,0.976,0.564,0.2986,0.3145,0.4083
L21-A-2022-11-08/L21-A-2022-11-08__2020-08-04__09-05-12(1).JPG,empty,,,,,
L21-A-2022-11-08/L21-A-2022-11-08__2020-08-04__09-05-12(2).JPG,animal,0.0227,0.4124,0.8298,0.3427,0.1006
L21-A-2022-11-08/L21-A-2022-11-08__2020-08-04__09-05-12(2).JPG,animal,0.59,0.4187,0.8909,0.3338,0.04097
L21-A-2022-11-08/L21-A-2022-11-08__2020-08-04__09-05-12(3).JPG,empty,,,,,
L21-A-2022-11-08/L21-A-2022-11-08__2020-08-07__07-21-38(1).JPG,animal,0.929,0.227,0.7131,0.5927,0.218
L21-A-2022-11-08/L21-A-2022-11-08__2020-08-07__07-21-38(2).JPG,animal,0.952,0.3895,0.6798,0.5369,0.2513
