filename,class_md,score,x_norm,y_norm,w_norm,h_norm
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-06(1).JPG,animal,0.0085,0.9192,0.8152,0.08072,0.1152
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-06(1).JPG,person,0.0321,0.9234,0.8083,0.07656,0.1222
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-06(1).JPG,person,0.927,0.4406,0.1097,0.1557,0.5861
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-06(2).JPG,animal,0.0648,0.9213,0.8138,0.07864,0.1166
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-06(2).JPG,person,0.859,0.327,0.1298,0.1505,0.543
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-06(3).JPG,person,0.00666,0.9182,0.7902,0.08177,0.1402
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-06(3).JPG,animal,0.0255,0.9218,0.8145,0.07812,0.1159
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-06(3).JPG,person,0.943,0.3151,0.1069,0.1989,0.5465
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-12(1).JPG,person,0.944,0.688,0.07152,0.2604,0.5874
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-12(2).JPG,animal,0.00926,0.9192,0.809,0.08072,0.1208
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-12(2).JPG,person,0.934,0.7583,0.08541,0.1479,0.5534
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-12(3).JPG,person,0.0101,0.9223,0.8034,0.0776,0.1263
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-12(3).JPG,person,0.917,0.6562,0.08472,0.1401,0.6013
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-20(1).JPG,animal,0.00937,0.9187,0.8152,0.08124,0.1152
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-20(1).JPG,person,0.0186,0.9208,0.8041,0.07916,0.1263
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-20(1).JPG,person,0.81,0.3166,0.09097,0.2682,0.602
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-20(2).JPG,animal,0.0283,0.9218,0.8138,0.07812,0.1166
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-20(2).JPG,person,0.942,0.2114,0.08055,0.288,0.6118
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-20(3).JPG,animal,0.084,0.9218,0.8125,0.07812,0.118
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-20(3).JPG,person,0.929,0.1958,0.07916,0.2078,0.6125
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-26(1).JPG,person,0.66,0.0,0.0,1.0,0.9305
P26-B-2022-10-27/P26-B-2022-10-27__2021-02-17__13-09-26(2).JPG,person,0.414,0.1171,0.1055,0.8828,0.8256
